g1,g2,g3,g4,Class
0.928571,0.285714,0.538462,0.285714,2
0,0.928571,0.538462,0.428571,2
0.857143,0.571429,0.538462,0.428571,3
0.214286,0.071429,0.769231,0.428571,1
0.928571,0.714286,0.230769,0.5,3
0.142857,0.285714,0.384615,0.857143,1
0.928571,0.714286,0.769231,0,3
0.071429,0.928571,0.615385,0.928571,2
0.5,0.928571,0.615385,0.642857,3
0.857143,0.714286,0.230769,0.285714,3
0.642857,0.142857,0.076923,0.357143,1
0.571429,0.5,0.615385,0.714286,2
0.571429,0.642857,0.230769,0.142857,2
0.5,0.857143,1,0.357143,3
0.214286,0.357143,1,0.571429,1
0.357143,0.5,0.153846,0.142857,1
1,0.642857,0.153846,0.857143,3
0.785714,1,0.769231,0.785714,3
0.785714,0.071429,0.153846,0.428571,1
0.214286,0.142857,1,0.714286,1
0.714286,0.357143,1,0.928571,2
0.714286,0.642857,0,0.571429,2
0,0.928571,0.230769,0.857143,2
0.785714,1,0.076923,0.357143,3
0.928571,0.214286,0,0.142857,1
1,0.071429,0.153846,0.142857,1
0.857143,0.142857,0,0.642857,1
0,0.214286,0.923077,0,1
0.214286,0.857143,0.692308,0.571429,2
0.571429,0.571429,0.384615,0.857143,2
0.142857,0.214286,0.461538,0.285714,1
0.714286,0.428571,0,0.928571,2
0.642857,0.428571,0.076923,0.357143,1
0.357143,0.928571,1,0.5,3
0.571429,0.357143,0.615385,0.785714,2
0.071429,0.142857,0.153846,0.642857,1
0.214286,0.857143,0.307692,1,2
0.785714,0.785714,0.769231,0.357143,3
0.214286,0.214286,0,0.785714,1
0.5,0.142857,0.692308,0.5,1
0.5,1,0.923077,0.357143,3
1,0.642857,0.461538,1,3
0.785714,0.642857,0.615385,0.785714,3
0.071429,0.928571,1,0.428571,2
0.928571,0.571429,0.076923,0.285714,2
0.928571,0.357143,0.230769,0.142857,2
0.714286,0.571429,0.461538,0.571429,2
0.071429,0.357143,0,0.5,1
0.785714,0.785714,0.076923,0.928571,3
0.928571,0.142857,0.538462,0.642857,2
1,0.785714,0.076923,0,3
0.571429,0.785714,0.538462,1,3
0.357143,0.285714,0.461538,0.714286,1
1,0.071429,0.538462,0.142857,1
0.142857,1,1,1,3
0.642857,0.142857,0.461538,0.357143,1
1,0.357143,0.692308,0.071429,2
0.142857,0.642857,0.538462,0.857143,2
0.142857,0.214286,0.538462,0.714286,1
0.714286,0.714286,0.230769,0.857143,3
0.571429,0.142857,0.923077,0.285714,1
0.928571,0.928571,0.923077,0.142857,3
0.928571,0,0.461538,0.5,1
0.5,0.928571,0.384615,0.5,3
0.857143,0.571429,0.769231,0.857143,3
0,0.928571,0.461538,0.857143,2
1,0.857143,0.923077,0.928571,3
0.214286,0.714286,0.769231,0.071429,2
0.357143,0.285714,0.384615,0.142857,1
0,0.071429,0.076923,0.285714,1
0.714286,0.571429,0.307692,0.428571,2
0.357143,0.642857,0.230769,0.071429,1
0.214286,0.357143,0.923077,0.571429,1
0.5,0.857143,0.384615,0,2
0.5,0,1,0.142857,1
0.928571,0.571429,0.384615,0.785714,3
0,0.928571,0.230769,0.642857,2
0.928571,0.642857,0.230769,0.571429,3
0.928571,0.357143,0.538462,0.5,2
0.5,0.928571,0.923077,0.714286,3
0.071429,0,0.384615,0,1
0.214286,0.5,0.615385,1,2
0.642857,0.785714,0.923077,1,3
0.857143,0.785714,0.769231,0.857143,3
0.714286,0.642857,0.076923,0.785714,2
1,0.428571,0.615385,0.642857,3
1,0.571429,0.307692,1,3
0.142857,0.642857,0.384615,0.642857,1
0.785714,0.785714,0.384615,0,3
0.357143,0.071429,0.615385,0.857143,1
0.642857,0.357143,0.307692,0.428571,1
1,0.5,0.615385,0.642857,3
0.928571,0.928571,0.692308,0,3
0.571429,0.785714,0.615385,0.928571,3
0.142857,0.428571,1,0.571429,1
0.928571,0.428571,0.923077,0.785714,3
0.142857,0.785714,1,0.571429,2
0.785714,0.571429,0.923077,0.642857,3
0.5,0.285714,0.769231,1,2
0.357143,0.785714,0.538462,0.571429,2
0.214286,1,0.384615,0.928571,3
0.785714,0.071429,0.615385,0.428571,1
1,0,1,0.357143,2
0.071429,0.285714,0.307692,0,1
0.142857,0.714286,0.615385,0.142857,2
0.571429,0.071429,0,0.071429,1
0.642857,0.357143,0.384615,1,2
1,0.642857,0.692308,0.5,3
0.857143,0.571429,0.538462,0.5,3
0.714286,0.071429,0.230769,0.428571,1
0,1,0.307692,0.642857,2
0.714286,0.214286,0.692308,1,2
0.928571,1,0.230769,0.428571,3
0,0.928571,0.307692,0.5,2
0,0.928571,0.692308,0.714286,2
0.785714,0.571429,0.692308,0.285714,2
0.142857,0.642857,1,0.857143,2
0.571429,0.785714,1,0.571429,3
0.142857,0.928571,0.923077,0,2
0.642857,0.357143,0,0.285714,1
0.142857,0.857143,0,0,1
0.142857,0.285714,0.923077,0.285714,1
0.857143,0.642857,1,0.857143,3
0.357143,0.714286,0.076923,0.428571,2
0.357143,0.642857,0.692308,0.071429,2
0.357143,0.428571,0.615385,0.714286,2
0,0.071429,0.538462,0.571429,1
0.071429,0.214286,0.692308,0.857143,1
0.071429,0.571429,0.615385,0.642857,1
0.857143,0.142857,0.307692,0.428571,1
0.142857,0.428571,0,0.428571,1
0.357143,0.428571,0.384615,0.285714,1
0.357143,0.785714,0.153846,0.642857,2
0,0.714286,0.538462,0.285714,1
0.071429,0,0.692308,0.071429,1
0.714286,0.142857,0.538462,0.428571,1
0,0.857143,0.384615,0.714286,2
0.071429,0.071429,0.076923,0.642857,1
0.571429,0.642857,0.076923,0.571429,2
0.214286,0.214286,0.461538,0.5,1
0.142857,0.142857,0.384615,0.714286,1
0.928571,0.285714,0.538462,0.285714,2
0.642857,0.5,0.461538,0.571429,2
0.071429,0.5,0.307692,0.142857,1
0.142857,0.142857,0.923077,0.285714,1
0.857143,0,0.230769,0.928571,1
0.571429,0.214286,0.384615,0.928571,1
0.357143,0.571429,0.615385,0.642857,2
0.928571,1,0.076923,0.357143,3
0.857143,0.714286,0.923077,0.785714,3
0.142857,0.071429,0.615385,0.5,1
0.785714,0.714286,0.538462,0.071429,3
0.714286,1,0.461538,0.428571,3
0.5,0,0.230769,0.928571,1
0.714286,0.571429,0.076923,0,2
0,0.357143,0.615385,0.357143,1
1,0.285714,0.615385,0.285714,2
0.857143,0.642857,0.461538,0,2
0.642857,0.214286,0.384615,0.571429,1
0.357143,0,0.538462,0.714286,1
0.142857,0.5,0.615385,0.428571,1
0.5,0.214286,0.461538,0.785714,1
0.071429,0.785714,0.538462,0.142857,2
0.142857,0.785714,0.076923,0.571429,2
0,0.071429,0,0.714286,1
0.571429,0.357143,0.307692,0,1
0,0.214286,0.307692,0.5,1
0.785714,0.5,0.538462,0.714286,2
0.857143,1,0.230769,0.071429,3
1,0.285714,0.307692,0.928571,2
0.571429,0.428571,0.461538,0.785714,2
0.571429,0.571429,0.461538,0.571429,2
0.071429,1,0.461538,0.857143,2
1,0.5,0.384615,0.285714,2
0.071429,0.857143,1,0.142857,2
0.214286,0.785714,0.769231,0.571429,2
0,0.642857,0.538462,0.714286,1
0.785714,0.357143,0.230769,0,1
0,0,0.538462,0.928571,1
0.928571,0.785714,0.538462,0.571429,3
0.071429,0.857143,1,0.428571,2
0.928571,0,0.384615,1,1
0.928571,0.428571,0.384615,0.857143,2
0.5,1,0.384615,0.142857,3
0.571429,0.428571,0.153846,0.571429,1
0.857143,0.214286,0.384615,0.642857,2
0.857143,0.5,0.230769,0.928571,2
0.714286,0.714286,0.923077,0.571429,3
0.5,0.714286,1,0.785714,3
0.357143,0.785714,0,0.142857,2
0.5,0.571429,1,0.714286,2
0.071429,1,0.538462,1,3
1,0.714286,0.153846,0,3
1,1,0.307692,0.357143,3
0.571429,0.571429,0.923077,0.785714,3
0.214286,0.785714,0.384615,0,2
0.357143,0.928571,0.923077,0.857143,3
0.857143,0.071429,1,0.714286,2
0.571429,0.285714,0.153846,0.714286,1
0.5,0.571429,0.076923,0.142857,1
0.5,0.785714,0.307692,0.071429,2
0.214286,0.357143,0.923077,0.357143,1
0.714286,0.214286,0.230769,0.714286,1
0.857143,0.285714,0,0.285714,1
0.642857,0.857143,0,0.428571,2
0.714286,0.428571,0.230769,0.142857,2
0.142857,0.428571,0.769231,0.357143,1
0.928571,0.785714,1,0.928571,3
0.214286,0.642857,0.384615,0.357143,1
0.642857,0.571429,0.769231,0.714286,3
0.357143,0.357143,0.076923,0.928571,1
1,0.642857,0.692308,0.714286,3
0.142857,0.071429,0.153846,0.285714,1
0.357143,0,0.153846,0.571429,1
0,0.214286,0.538462,0.285714,1
0.714286,0.5,0.461538,0.428571,2
0.785714,0.428571,0.769231,0.642857,2
0.5,0.928571,1,0.357143,3
0.142857,0.071429,0.538462,0.785714,1
0.357143,0.428571,0.230769,0.714286,1
1,0.857143,0.384615,0.571429,3
0.142857,0.357143,0,0.571429,1
0.071429,0.071429,0.307692,0.285714,1
0.5,0.714286,0.076923,0.928571,2
0,0.857143,0,0.071429,1
1,0.142857,0.384615,0.357143,2
0.785714,0,0.384615,0.785714,1
0,0.285714,0.461538,0.928571,1
1,0.285714,0.923077,0.857143,3
0.142857,0.285714,0.923077,0.928571,1
0.214286,0.214286,0.769231,0.5,1
0.642857,0.071429,0.307692,0.071429,1
0.5,1,0.230769,0.857143,3
0.5,0.142857,0.384615,0,1
0.357143,0.5,0.230769,0.571429,1
0.714286,0.642857,0.461538,0.785714,3
0,0.142857,0.461538,0.857143,1
0.857143,0.428571,0.923077,0.071429,2
0.142857,0.785714,1,0.857143,2
0.857143,0.214286,0.153846,0.428571,1
0.214286,0.285714,0.923077,0.428571,1
0.357143,0.214286,0.076923,0.571429,1
0.857143,0.428571,0.384615,0.571429,2
0.642857,1,1,0.142857,3
0.142857,1,0.538462,0.571429,2
1,0.857143,0.230769,0.142857,3
0.5,0.714286,0,0.071429,2
0.928571,0.214286,0.923077,0.285714,2
0.785714,0.071429,0.461538,0.285714,1
0.785714,0.142857,0.153846,1,1
0.5,0.928571,0.384615,0.928571,3
0.571429,0.714286,0.692308,0.428571,3
0.714286,0.5,0.538462,0.785714,2
0.928571,0.571429,0.538462,0.571429,3
0.857143,0,0.076923,1,1
0.928571,0.357143,0.153846,0.714286,2
0.928571,0.357143,0.923077,0.142857,2
0.357143,0.571429,0.538462,0.071429,1
0.857143,0.571429,0.384615,0.714286,3
0.928571,0.285714,0.384615,0.142857,2
0.785714,1,0.923077,0.928571,3
0.714286,0.071429,0.692308,0.571429,1
0.785714,0.928571,0.923077,0.642857,3
1,0.857143,0.769231,0.714286,3
0.357143,0.357143,0,0.785714,1
0.785714,0,0.923077,0.857143,2
0.071429,0.785714,0,0.071429,1
0.071429,1,0.076923,0.857143,2
0.142857,0.928571,1,0,2
0.214286,0.142857,0.153846,0.357143,1
0.214286,0.428571,0.307692,0.857143,1
0.214286,0.428571,0,0.285714,1
0.571429,0.5,0.615385,1,2
0.857143,0.714286,1,0.285714,3
0.142857,1,0.538462,0,2
0,0.357143,0.923077,1,1
0.857143,0.214286,0.692308,0,2
1,0.428571,0.230769,0.785714,2
0.357143,0.285714,0,0.928571,1
0.857143,0.642857,0.384615,0.642857,3
0.142857,0.642857,0.076923,0.357143,1
0.857143,0.928571,0.461538,0.357143,3
0.785714,0.142857,0.076923,0.857143,1
0.714286,0.5,0.384615,0.071429,2
0.714286,0.928571,0.153846,0.357143,3
0.071429,0,0.230769,0.357143,1
0.642857,0.357143,0.307692,0.785714,2
0.071429,0.285714,0.153846,0.357143,1
0.142857,0.857143,0.461538,0.285714,2
0.142857,1,0.384615,1,3
0.928571,1,0.769231,0.142857,3
0,0.071429,0.615385,1,1
0.857143,0.5,0.307692,0,2
0.214286,0.5,0.769231,0.928571,2
0.642857,0.928571,0,0.357143,3
0.214286,0.428571,0.692308,1,1
0.928571,0.285714,0,0.285714,1
0.571429,0.285714,0.461538,0,1
0.142857,0.714286,0.538462,0.142857,1
0.5,1,0.076923,0.928571,3
0.714286,1,0.615385,0.357143,3
0.785714,1,0.076923,0.428571,3
0.357143,0.285714,0.076923,0.714286,1
0.857143,0.142857,1,0.142857,2
0.857143,0.5,0.307692,0.071429,2
0.5,0.285714,0.769231,0.714286,2
1,0.571429,0.461538,0,2
0,0.5,0.769231,0.5,1
